provider_id,provider_name,provider_street_address,provider_city,provider_state,provider_zipcode,apc,hospital_referral_region,outpatient_services,average_estimated_submitted_charges,average_total_payments
330005,nonsb,"726 Exchange Street, Suite 522",Buffalo,NY,14210,0690 - Level I Electronic Analysis of Devices,NY - Buffalo,104,112.05625,33.980769231
330065,nonsb,621 Tenth Street,Niagara Falls,NY,14302,0012 - Level I Debridement & Destruction,NY - Buffalo,147,214.62,97.82
330065,nonsb,621 Tenth Street,Niagara Falls,NY,14302,0015 - Level II Debridement & Destruction,NY - Buffalo,196,344.05535714,143.43183673
330065,nonsb,621 Tenth Street,Niagara Falls,NY,14302,0020 - Level II Excision/ Biopsy,NY - Buffalo,11,1310.9972727,820.92
330065,nonsb,621 Tenth Street,Niagara Falls,NY,14302,0207 - Level III Nerve Injections,NY - Buffalo,56,976.74517857,602.05267857
330065,nonsb,621 Tenth Street,Niagara Falls,NY,14302,0265 - Level I Diagnostic and Screening Ultrasound,NY - Buffalo,77,147.05324675,85.282857143
330065,nonsb,621 Tenth Street,Niagara Falls,NY,14302,0267 - Level III Diagnostic and Screening Ultrasound,NY - Buffalo,485,386.72876289,124.61789691
330065,nonsb,621 Tenth Street,Niagara Falls,NY,14302,0269 - Level I Echocardiogram Without Contrast,NY - Buffalo,339,828.0519174,403.14014749
330065,nonsb,621 Tenth Street,Niagara Falls,NY,14302,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Buffalo,190,1309.9082105,280.58305263
330065,nonsb,621 Tenth Street,Niagara Falls,NY,14302,0377 - Level II Cardiac Imaging,NY - Buffalo,120,2837.7198333,1128.46425
330065,nonsb,621 Tenth Street,Niagara Falls,NY,14302,0631 - Level 1 Examinations & Related Services,NY - Buffalo,27,118.96888889,60.362592593
330065,nonsb,621 Tenth Street,Niagara Falls,NY,14302,0634 - Hospital Clinic Visits,NY - Buffalo,7252,93.668203254,95.197020132
330073,nonsb,127 North Street,Batavia,NY,14020,0015 - Level II Debridement & Destruction,NY - Buffalo,64,290.583125,127.97171875
330073,nonsb,127 North Street,Batavia,NY,14020,0203 - Level IV Nerve Injections,NY - Buffalo,22,3964.1363636,639.01545455
330073,nonsb,127 North Street,Batavia,NY,14020,0204 - Level I Nerve Injections,NY - Buffalo,189,601.07206349,171.44359788
330073,nonsb,127 North Street,Batavia,NY,14020,0207 - Level III Nerve Injections,NY - Buffalo,117,1851.4017094,525.78666667
330073,nonsb,127 North Street,Batavia,NY,14020,0265 - Level I Diagnostic and Screening Ultrasound,NY - Buffalo,74,336.94594595,80.776891892
330073,nonsb,127 North Street,Batavia,NY,14020,0267 - Level III Diagnostic and Screening Ultrasound,NY - Buffalo,119,513.77310924,164.0594958
330073,nonsb,127 North Street,Batavia,NY,14020,0269 - Level I Echocardiogram Without Contrast,NY - Buffalo,165,956.93939394,371.99236364
330073,nonsb,127 North Street,Batavia,NY,14020,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Buffalo,237,1163.7763713,252.67312236
330073,nonsb,127 North Street,Batavia,NY,14020,0369 - Level II Pulmonary Tests,NY - Buffalo,28,623.91535714,216.78178571
330073,nonsb,127 North Street,Batavia,NY,14020,0377 - Level II Cardiac Imaging,NY - Buffalo,17,4745.7870588,1038.8694118
330073,nonsb,127 North Street,Batavia,NY,14020,0631 - Level 1 Examinations & Related Services,NY - Buffalo,112,110.51785714,42.901517857
330073,nonsb,127 North Street,Batavia,NY,14020,0632 - Level 2 Examinations & Related Services,NY - Buffalo,51,190.90196078,64.502156863
330073,nonsb,127 North Street,Batavia,NY,14020,0634 - Hospital Clinic Visits,NY - Buffalo,5698,242.73083538,87.383699544
330073,nonsb,127 North Street,Batavia,NY,14020,0690 - Level I Electronic Analysis of Devices,NY - Buffalo,36,59.916666667,33.357777778
330078,nonsb,2157 Main Street,Buffalo,NY,14214,0015 - Level II Debridement & Destruction,NY - Buffalo,150,161.6556,142.4376
330078,nonsb,2157 Main Street,Buffalo,NY,14214,0020 - Level II Excision/ Biopsy,NY - Buffalo,24,1766.70125,793.795
330078,nonsb,2157 Main Street,Buffalo,NY,14214,0074 - Level IV Endoscopy Upper Airway,NY - Buffalo,24,5507.9066667,1996.5
330078,nonsb,2157 Main Street,Buffalo,NY,14214,0204 - Level I Nerve Injections,NY - Buffalo,39,458.64538462,161.35384615
330078,nonsb,2157 Main Street,Buffalo,NY,14214,0207 - Level III Nerve Injections,NY - Buffalo,82,1572.6065854,483.84073171
330078,nonsb,2157 Main Street,Buffalo,NY,14214,0265 - Level I Diagnostic and Screening Ultrasound,NY - Buffalo,87,225.98804598,69.820804598
330078,nonsb,2157 Main Street,Buffalo,NY,14214,0267 - Level III Diagnostic and Screening Ultrasound,NY - Buffalo,362,403.93856354,146.26820442
330078,nonsb,2157 Main Street,Buffalo,NY,14214,0269 - Level I Echocardiogram Without Contrast,NY - Buffalo,303,1012.9190429,399.30471947
330078,nonsb,2157 Main Street,Buffalo,NY,14214,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Buffalo,110,919.928,198.87609091
330078,nonsb,2157 Main Street,Buffalo,NY,14214,0369 - Level II Pulmonary Tests,NY - Buffalo,34,434.31911765,235.29294118
330078,nonsb,2157 Main Street,Buffalo,NY,14214,0377 - Level II Cardiac Imaging,NY - Buffalo,66,2441.9378788,1073.1243939
330078,nonsb,2157 Main Street,Buffalo,NY,14214,0631 - Level 1 Examinations & Related Services,NY - Buffalo,95,77.247368421,48.450526316
330078,nonsb,2157 Main Street,Buffalo,NY,14214,0634 - Hospital Clinic Visits,NY - Buffalo,2985,198.51206365,95.746435511
330102,nonsb,2950 Elmwood Avenue,Kenmore,NY,14217,0015 - Level II Debridement & Destruction,NY - Buffalo,22,195.27227273,83.985454545
330102,nonsb,2950 Elmwood Avenue,Kenmore,NY,14217,0020 - Level II Excision/ Biopsy,NY - Buffalo,12,1306.8266667,820.92
330102,nonsb,2950 Elmwood Avenue,Kenmore,NY,14217,0265 - Level I Diagnostic and Screening Ultrasound,NY - Buffalo,51,207.50666667,71.525098039
330102,nonsb,2950 Elmwood Avenue,Kenmore,NY,14217,0267 - Level III Diagnostic and Screening Ultrasound,NY - Buffalo,165,374.76727273,130.43206061
330102,nonsb,2950 Elmwood Avenue,Kenmore,NY,14217,0269 - Level I Echocardiogram Without Contrast,NY - Buffalo,198,1005.6805556,411.47111111
330102,nonsb,2950 Elmwood Avenue,Kenmore,NY,14217,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Buffalo,52,942.07980769,288.99173077
330102,nonsb,2950 Elmwood Avenue,Kenmore,NY,14217,0369 - Level II Pulmonary Tests,NY - Buffalo,99,418.6920202,231.14515152
330102,nonsb,2950 Elmwood Avenue,Kenmore,NY,14217,0377 - Level II Cardiac Imaging,NY - Buffalo,59,2285.6710169,1075.6313559
330102,nonsb,2950 Elmwood Avenue,Kenmore,NY,14217,0634 - Hospital Clinic Visits,NY - Buffalo,2271,198.6772391,95.709225011
330103,nonsb,515 Main Street,Olean,NY,14760,0012 - Level I Debridement & Destruction,NY - Buffalo,16,209.25,87.72
330103,nonsb,515 Main Street,Olean,NY,14760,0015 - Level II Debridement & Destruction,NY - Buffalo,82,338.84109756,124.64207317
330103,nonsb,515 Main Street,Olean,NY,14760,0020 - Level II Excision/ Biopsy,NY - Buffalo,14,1818.8678571,765.10428571
330103,nonsb,515 Main Street,Olean,NY,14760,0203 - Level IV Nerve Injections,NY - Buffalo,18,5008.1244444,1309.5105556
330103,nonsb,515 Main Street,Olean,NY,14760,0204 - Level I Nerve Injections,NY - Buffalo,295,290.63118644,186.62237288
330103,nonsb,515 Main Street,Olean,NY,14760,0207 - Level III Nerve Injections,NY - Buffalo,154,1854.6306494,563.77662338
330103,nonsb,515 Main Street,Olean,NY,14760,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",NY - Buffalo,21,454.0,206.0
330103,nonsb,515 Main Street,Olean,NY,14760,0265 - Level I Diagnostic and Screening Ultrasound,NY - Buffalo,285,164.8825614,82.131368421
330103,nonsb,515 Main Street,Olean,NY,14760,0267 - Level III Diagnostic and Screening Ultrasound,NY - Buffalo,253,427.16774704,162.18656126
330103,nonsb,515 Main Street,Olean,NY,14760,0269 - Level I Echocardiogram Without Contrast,NY - Buffalo,334,1085.2692814,371.88182635
330103,nonsb,515 Main Street,Olean,NY,14760,0270 - Level II Echocardiogram Without Contrast,NY - Buffalo,17,1639.1905882,529.66
330103,nonsb,515 Main Street,Olean,NY,14760,0377 - Level II Cardiac Imaging,NY - Buffalo,240,4568.406,1012.6031667
330103,nonsb,515 Main Street,Olean,NY,14760,0634 - Hospital Clinic Visits,NY - Buffalo,4853,134.94455594,85.879495158
330111,nonsb,224 East Main Street,Springville,NY,14141,0204 - Level I Nerve Injections,NY - Buffalo,11,246.17818182,200.22545455
330111,nonsb,224 East Main Street,Springville,NY,14141,0265 - Level I Diagnostic and Screening Ultrasound,NY - Buffalo,19,192.26526316,86.584736842
330111,nonsb,224 East Main Street,Springville,NY,14141,0267 - Level III Diagnostic and Screening Ultrasound,NY - Buffalo,84,330.0772619,172.6522619
330111,nonsb,224 East Main Street,Springville,NY,14141,0269 - Level I Echocardiogram Without Contrast,NY - Buffalo,143,481.14839161,408.68167832
330111,nonsb,224 East Main Street,Springville,NY,14141,0270 - Level II Echocardiogram Without Contrast,NY - Buffalo,31,1032.1248387,556.66
330111,nonsb,224 East Main Street,Springville,NY,14141,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Buffalo,57,671.99982456,273.08035088
330111,nonsb,224 East Main Street,Springville,NY,14141,0369 - Level II Pulmonary Tests,NY - Buffalo,11,382.72727273,235.24
330111,nonsb,224 East Main Street,Springville,NY,14141,0377 - Level II Cardiac Imaging,NY - Buffalo,27,1562.2040741,1132.73
330111,nonsb,224 East Main Street,Springville,NY,14141,0634 - Hospital Clinic Visits,NY - Buffalo,2774,111.66150324,95.827974045
330111,nonsb,224 East Main Street,Springville,NY,14141,0690 - Level I Electronic Analysis of Devices,NY - Buffalo,40,30.355,35.16175
330132,nonsb,100 Memorial Drive,Gowanda,NY,14070,0020 - Level II Excision/ Biopsy,NY - Buffalo,14,1947.8271429,735.43642857
330132,nonsb,100 Memorial Drive,Gowanda,NY,14070,0204 - Level I Nerve Injections,NY - Buffalo,11,309.92,162.40727273
330132,nonsb,100 Memorial Drive,Gowanda,NY,14070,0265 - Level I Diagnostic and Screening Ultrasound,NY - Buffalo,25,211.88,81.7304
330132,nonsb,100 Memorial Drive,Gowanda,NY,14070,0267 - Level III Diagnostic and Screening Ultrasound,NY - Buffalo,124,438.88709677,164.68669355
330132,nonsb,100 Memorial Drive,Gowanda,NY,14070,0269 - Level I Echocardiogram Without Contrast,NY - Buffalo,222,892.48648649,367.99022523
330132,nonsb,100 Memorial Drive,Gowanda,NY,14070,0369 - Level II Pulmonary Tests,NY - Buffalo,43,899.94395349,210.72767442
330132,nonsb,100 Memorial Drive,Gowanda,NY,14070,0377 - Level II Cardiac Imaging,NY - Buffalo,109,2962.5188073,981.1146789
330132,nonsb,100 Memorial Drive,Gowanda,NY,14070,0634 - Hospital Clinic Visits,NY - Buffalo,1789,171.92509782,85.482140861
330163,nonsb,521 East Avenue,Lockport,NY,14094,0204 - Level I Nerve Injections,NY - Buffalo,19,330.51315789,99.36
330163,nonsb,521 East Avenue,Lockport,NY,14094,0207 - Level III Nerve Injections,NY - Buffalo,92,1397.1994565,667.57565217
330163,nonsb,521 East Avenue,Lockport,NY,14094,0265 - Level I Diagnostic and Screening Ultrasound,NY - Buffalo,101,229.73267327,87.697029703
330163,nonsb,521 East Avenue,Lockport,NY,14094,0267 - Level III Diagnostic and Screening Ultrasound,NY - Buffalo,268,488.14552239,142.06003731
330163,nonsb,521 East Avenue,Lockport,NY,14094,0269 - Level I Echocardiogram Without Contrast,NY - Buffalo,290,1016.379931,411.54548276
330163,nonsb,521 East Avenue,Lockport,NY,14094,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Buffalo,157,899.00159236,278.36961783
330163,nonsb,521 East Avenue,Lockport,NY,14094,0369 - Level II Pulmonary Tests,NY - Buffalo,79,448.74367089,234.50379747
330163,nonsb,521 East Avenue,Lockport,NY,14094,0377 - Level II Cardiac Imaging,NY - Buffalo,157,3678.6194268,1095.4935669
330163,nonsb,521 East Avenue,Lockport,NY,14094,0634 - Hospital Clinic Visits,NY - Buffalo,1881,212.7235832,95.598277512
330188,nonsb,5300 Military Road,Lewiston,NY,14092,0015 - Level II Debridement & Destruction,NY - Buffalo,89,269.75280899,141.87842697
330188,nonsb,5300 Military Road,Lewiston,NY,14092,0204 - Level I Nerve Injections,NY - Buffalo,115,311.32191304,189.70782609
330188,nonsb,5300 Military Road,Lewiston,NY,14092,0265 - Level I Diagnostic and Screening Ultrasound,NY - Buffalo,117,183.87179487,89.684786325
330188,nonsb,5300 Military Road,Lewiston,NY,14092,0267 - Level III Diagnostic and Screening Ultrasound,NY - Buffalo,484,389.90301653,179.41318182
330188,nonsb,5300 Military Road,Lewiston,NY,14092,0269 - Level I Echocardiogram Without Contrast,NY - Buffalo,557,874.83120287,416.81068223
330188,nonsb,5300 Military Road,Lewiston,NY,14092,0270 - Level II Echocardiogram Without Contrast,NY - Buffalo,59,1199.8276271,580.66542373
330188,nonsb,5300 Military Road,Lewiston,NY,14092,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Buffalo,317,945.47747634,288.31094637
330188,nonsb,5300 Military Road,Lewiston,NY,14092,0369 - Level II Pulmonary Tests,NY - Buffalo,98,536.54418367,230.19397959
330188,nonsb,5300 Military Road,Lewiston,NY,14092,0377 - Level II Cardiac Imaging,NY - Buffalo,255,2684.397098,1106.3744314
330188,nonsb,5300 Military Road,Lewiston,NY,14092,0632 - Level 2 Examinations & Related Services,NY - Buffalo,19,95.105263158,105.54
330188,nonsb,5300 Military Road,Lewiston,NY,14092,0634 - Hospital Clinic Visits,NY - Buffalo,8737,129.55472817,95.258170997
330188,nonsb,5300 Military Road,Lewiston,NY,14092,0690 - Level I Electronic Analysis of Devices,NY - Buffalo,77,90.792207792,34.941558442
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0012 - Level I Debridement & Destruction,NY - Buffalo,43,315.88372093,75.071162791
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0015 - Level II Debridement & Destruction,NY - Buffalo,291,290.56323024,139.0752921
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0020 - Level II Excision/ Biopsy,NY - Buffalo,60,2549.5885,822.23216667
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0074 - Level IV Endoscopy Upper Airway,NY - Buffalo,14,4984.925,1882.8785714
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0204 - Level I Nerve Injections,NY - Buffalo,60,941.02683333,188.784
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0207 - Level III Nerve Injections,NY - Buffalo,73,1276.3036986,630.88684932
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0265 - Level I Diagnostic and Screening Ultrasound,NY - Buffalo,24,312.84666667,87.305
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0267 - Level III Diagnostic and Screening Ultrasound,NY - Buffalo,85,422.56835294,96.204352941
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0269 - Level I Echocardiogram Without Contrast,NY - Buffalo,309,833.56957929,394.63032362
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Buffalo,190,1159.9052632,278.46605263
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0369 - Level II Pulmonary Tests,NY - Buffalo,107,627.0235514,235.32906542
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0377 - Level II Cardiac Imaging,NY - Buffalo,87,3089.0873563,950.09183908
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0632 - Level 2 Examinations & Related Services,NY - Buffalo,24,134.0,105.54
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0634 - Hospital Clinic Visits,NY - Buffalo,15337,243.20805112,96.26008085
330219,nonsb,462 Grider Street,Buffalo,NY,14215,0690 - Level I Electronic Analysis of Devices,NY - Buffalo,68,148.13235294,35.077794118
330229,nonsb,529 Central Avenue,Dunkirk,NY,14048,0019 - Level I Excision/ Biopsy,NY - Buffalo,37,1573.2945946,317.3
330229,nonsb,529 Central Avenue,Dunkirk,NY,14048,0020 - Level II Excision/ Biopsy,NY - Buffalo,34,1848.1382353,726.14
330229,nonsb,529 Central Avenue,Dunkirk,NY,14048,0207 - Level III Nerve Injections,NY - Buffalo,11,1424.6390909,456.21818182
330229,nonsb,529 Central Avenue,Dunkirk,NY,14048,0265 - Level I Diagnostic and Screening Ultrasound,NY - Buffalo,73,326.21917808,79.861643836
330229,nonsb,529 Central Avenue,Dunkirk,NY,14048,0267 - Level III Diagnostic and Screening Ultrasound,NY - Buffalo,96,420.28125,150.94927083
330229,nonsb,529 Central Avenue,Dunkirk,NY,14048,0269 - Level I Echocardiogram Without Contrast,NY - Buffalo,109,889.85321101,357.4933945
330229,nonsb,529 Central Avenue,Dunkirk,NY,14048,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Buffalo,221,864.02262443,253.08289593
330229,nonsb,529 Central Avenue,Dunkirk,NY,14048,0369 - Level II Pulmonary Tests,NY - Buffalo,91,923.83736264,204.55846154
330229,nonsb,529 Central Avenue,Dunkirk,NY,14048,0377 - Level II Cardiac Imaging,NY - Buffalo,30,3011.5073333,1001.9823333
330229,nonsb,529 Central Avenue,Dunkirk,NY,14048,0634 - Hospital Clinic Visits,NY - Buffalo,97,215.69072165,82.905360825
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0012 - Level I Debridement & Destruction,NY - Buffalo,15,260.45333333,84.777333333
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0015 - Level II Debridement & Destruction,NY - Buffalo,88,173.63443182,141.42988636
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0019 - Level I Excision/ Biopsy,NY - Buffalo,12,2209.4825,375.97
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0020 - Level II Excision/ Biopsy,NY - Buffalo,26,2177.0561538,805.13307692
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0207 - Level III Nerve Injections,NY - Buffalo,15,467.048,667.46
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0265 - Level I Diagnostic and Screening Ultrasound,NY - Buffalo,135,197.9717037,69.727407407
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0267 - Level III Diagnostic and Screening Ultrasound,NY - Buffalo,443,383.84756208,127.00902935
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0269 - Level I Echocardiogram Without Contrast,NY - Buffalo,352,999.87190341,399.63036932
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0270 - Level II Echocardiogram Without Contrast,NY - Buffalo,30,1376.7876667,537.459
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Buffalo,133,946.77157895,244.26383459
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0369 - Level II Pulmonary Tests,NY - Buffalo,129,439.87868217,229.32178295
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0377 - Level II Cardiac Imaging,NY - Buffalo,67,2387.6489552,1069.690597
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0631 - Level 1 Examinations & Related Services,NY - Buffalo,45,67.68,50.778222222
330279,nonsb,565 Abbott Road,Buffalo,NY,14220,0634 - Hospital Clinic Visits,NY - Buffalo,4695,199.89258573,94.883940362
330115,nonsb,321 Genesee Street,Oneida,NY,13421,0207 - Level III Nerve Injections,NY - Syracuse,78,2728.209359,588.19820513
330115,nonsb,321 Genesee Street,Oneida,NY,13421,0265 - Level I Diagnostic and Screening Ultrasound,NY - Syracuse,84,436.16666667,86.111071429
330115,nonsb,321 Genesee Street,Oneida,NY,13421,0267 - Level III Diagnostic and Screening Ultrasound,NY - Syracuse,140,867.79378571,158.81542857
330115,nonsb,321 Genesee Street,Oneida,NY,13421,0269 - Level I Echocardiogram Without Contrast,NY - Syracuse,173,1493.1549133,398.75236994
330115,nonsb,321 Genesee Street,Oneida,NY,13421,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Syracuse,171,3321.624386,272.76912281
330115,nonsb,321 Genesee Street,Oneida,NY,13421,0369 - Level II Pulmonary Tests,NY - Syracuse,34,474.11764706,225.31382353
330115,nonsb,321 Genesee Street,Oneida,NY,13421,0377 - Level II Cardiac Imaging,NY - Syracuse,13,4801.7846154,1049.2353846
330115,nonsb,321 Genesee Street,Oneida,NY,13421,0634 - Hospital Clinic Visits,NY - Syracuse,3959,114.70593079,93.986761809
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0012 - Level I Debridement & Destruction,NY - Syracuse,16,398.311875,90.48375
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0015 - Level II Debridement & Destruction,NY - Syracuse,583,547.95794168,138.49339623
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0020 - Level II Excision/ Biopsy,NY - Syracuse,55,3702.6725455,797.82618182
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0203 - Level IV Nerve Injections,NY - Syracuse,52,3199.7067308,1362.3055769
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0204 - Level I Nerve Injections,NY - Syracuse,16,716.76125,193.93
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0207 - Level III Nerve Injections,NY - Syracuse,238,1950.3182773,590.45403361
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0265 - Level I Diagnostic and Screening Ultrasound,NY - Syracuse,12,191.0,37.565
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0267 - Level III Diagnostic and Screening Ultrasound,NY - Syracuse,284,729.53644366,177.47503521
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0269 - Level I Echocardiogram Without Contrast,NY - Syracuse,277,1115.2750181,410.18649819
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0270 - Level II Echocardiogram Without Contrast,NY - Syracuse,49,2944.4893878,582.39
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Syracuse,86,1362.5581395,309.86523256
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0369 - Level II Pulmonary Tests,NY - Syracuse,79,437.7721519,227.3043038
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0377 - Level II Cardiac Imaging,NY - Syracuse,241,4619.9056846,1090.1761826
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0631 - Level 1 Examinations & Related Services,NY - Syracuse,49,366.2244898,54.92244898
330140,nonsb,301 Prospect Avenue,Syracuse,NY,13203,0634 - Hospital Clinic Visits,NY - Syracuse,8359,238.33510468,93.743489652
330157,nonsb,830 Washington Street,Watertown,NY,13601,0012 - Level I Debridement & Destruction,NY - Syracuse,13,77.451538462,64.121538462
330157,nonsb,830 Washington Street,Watertown,NY,13601,0015 - Level II Debridement & Destruction,NY - Syracuse,854,303.19672131,128.60070258
330157,nonsb,830 Washington Street,Watertown,NY,13601,0019 - Level I Excision/ Biopsy,NY - Syracuse,13,333.14769231,318.87692308
330157,nonsb,830 Washington Street,Watertown,NY,13601,0020 - Level II Excision/ Biopsy,NY - Syracuse,18,1625.6922222,777.39
330157,nonsb,830 Washington Street,Watertown,NY,13601,0204 - Level I Nerve Injections,NY - Syracuse,140,763.62264286,192.27335714
330157,nonsb,830 Washington Street,Watertown,NY,13601,0206 - Level II Nerve Injections,NY - Syracuse,18,825.81777778,253.19666667
330157,nonsb,830 Washington Street,Watertown,NY,13601,0207 - Level III Nerve Injections,NY - Syracuse,384,1260.3649479,561.31192708
330157,nonsb,830 Washington Street,Watertown,NY,13601,0265 - Level I Diagnostic and Screening Ultrasound,NY - Syracuse,132,340.79863636,86.634545455
330157,nonsb,830 Washington Street,Watertown,NY,13601,0267 - Level III Diagnostic and Screening Ultrasound,NY - Syracuse,334,496.85239521,155.50209581
330157,nonsb,830 Washington Street,Watertown,NY,13601,0269 - Level I Echocardiogram Without Contrast,NY - Syracuse,106,1292.7535849,391.95132075
330157,nonsb,830 Washington Street,Watertown,NY,13601,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Syracuse,413,3536.147845,264.2911138
330157,nonsb,830 Washington Street,Watertown,NY,13601,0369 - Level II Pulmonary Tests,NY - Syracuse,24,807.6175,222.77
330157,nonsb,830 Washington Street,Watertown,NY,13601,0631 - Level 1 Examinations & Related Services,NY - Syracuse,376,99.713271277,38.211728723
330157,nonsb,830 Washington Street,Watertown,NY,13601,0634 - Hospital Clinic Visits,NY - Syracuse,16363,52.912520931,90.419525759
330175,nonsb,134 Homer Avenue,Cortland,NY,13045,0204 - Level I Nerve Injections,NY - Syracuse,13,970.61923077,198.73
330175,nonsb,134 Homer Avenue,Cortland,NY,13045,0207 - Level III Nerve Injections,NY - Syracuse,26,2438.1923077,522.88807692
330175,nonsb,134 Homer Avenue,Cortland,NY,13045,0265 - Level I Diagnostic and Screening Ultrasound,NY - Syracuse,140,364.33735714,83.310571429
330175,nonsb,134 Homer Avenue,Cortland,NY,13045,0267 - Level III Diagnostic and Screening Ultrasound,NY - Syracuse,234,831.94444444,171.13247863
330175,nonsb,134 Homer Avenue,Cortland,NY,13045,0269 - Level I Echocardiogram Without Contrast,NY - Syracuse,865,1090.3118035,387.51835838
330175,nonsb,134 Homer Avenue,Cortland,NY,13045,0270 - Level II Echocardiogram Without Contrast,NY - Syracuse,57,2077.4824561,530.81824561
330175,nonsb,134 Homer Avenue,Cortland,NY,13045,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Syracuse,253,2335.3262451,260.56743083
330175,nonsb,134 Homer Avenue,Cortland,NY,13045,0369 - Level II Pulmonary Tests,NY - Syracuse,128,726.64453125,221.51242188
330175,nonsb,134 Homer Avenue,Cortland,NY,13045,0377 - Level II Cardiac Imaging,NY - Syracuse,195,3710.6709231,1046.9722051
330175,nonsb,134 Homer Avenue,Cortland,NY,13045,0634 - Hospital Clinic Visits,NY - Syracuse,1126,206.10790409,90.001412078
330175,nonsb,134 Homer Avenue,Cortland,NY,13045,0690 - Level I Electronic Analysis of Devices,NY - Syracuse,60,126.26666667,31.985666667
330203,nonsb,736 Irving Avenue,Syracuse,NY,13210,0020 - Level II Excision/ Biopsy,NY - Syracuse,28,4742.0071429,786.51392857
330203,nonsb,736 Irving Avenue,Syracuse,NY,13210,0204 - Level I Nerve Injections,NY - Syracuse,23,2726.1273913,202.3626087
330203,nonsb,736 Irving Avenue,Syracuse,NY,13210,0206 - Level II Nerve Injections,NY - Syracuse,18,1430.0472222,365.08
330203,nonsb,736 Irving Avenue,Syracuse,NY,13210,0265 - Level I Diagnostic and Screening Ultrasound,NY - Syracuse,267,356.41198502,87.834044944
330203,nonsb,736 Irving Avenue,Syracuse,NY,13210,0267 - Level III Diagnostic and Screening Ultrasound,NY - Syracuse,345,577.8477971,169.00156522
330203,nonsb,736 Irving Avenue,Syracuse,NY,13210,0269 - Level I Echocardiogram Without Contrast,NY - Syracuse,375,986.07,410.49733333
330203,nonsb,736 Irving Avenue,Syracuse,NY,13210,0270 - Level II Echocardiogram Without Contrast,NY - Syracuse,52,1521.8555769,573.65423077
