provider_id,provider_name,provider_street_address,provider_city,provider_state,provider_zipcode,drg_definition,hospital_referral_region_description,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NY - Buffalo,26,12117.81,4587.92,3580.38
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,312 - SYNCOPE & COLLAPSE,NY - Buffalo,13,11688.85,4573.54,3075.54
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,NY - Buffalo,11,29321.82,16702.82,11941.36
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,NY - Buffalo,11,23675.64,11610.27,7058.82
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,378 - G.I. HEMORRHAGE W CC,NY - Buffalo,42,17856.02,6815.31,4461.76
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,390 - G.I. OBSTRUCTION W/O CC/MCC,NY - Buffalo,16,10523.25,3795.94,2398.19
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Buffalo,22,13181.77,4629.09,3226.0
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,NY - Buffalo,59,41502.51,26184.03,20225.63
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,NY - Buffalo,18,28475.61,20484.33,17913.83
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,NY - Buffalo,246,26302.73,13772.53,10203.85
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,473 - CERVICAL SPINAL FUSION W/O CC/MCC,NY - Buffalo,26,23935.04,15429.0,8933.04
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,NY - Buffalo,17,25479.41,11396.47,10366.59
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,483 - MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,NY - Buffalo,17,26628.71,14490.24,12288.76
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,552 - MEDICAL BACK PROBLEMS W/O MCC,NY - Buffalo,21,14222.38,5306.19,3708.62
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,603 - CELLULITIS W/O MCC,NY - Buffalo,11,11009.27,4978.09,4065.73
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Buffalo,13,13772.46,4158.38,3195.92
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,682 - RENAL FAILURE W MCC,NY - Buffalo,20,25451.1,9003.4,7989.55
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,683 - RENAL FAILURE W CC,NY - Buffalo,33,18141.61,5850.85,4417.94
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,NY - Buffalo,17,12851.59,4572.59,3772.82
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NY - Buffalo,15,142790.87,44785.87,41404.0
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,NY - Buffalo,114,46756.78,12342.47,11038.56
330102,nonsb,2950 ELMWOOD AVENUE,KENMORE,NY,14217,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,NY - Buffalo,43,20875.37,6575.16,5602.74
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,176 - PULMONARY EMBOLISM W/O MCC,NY - Buffalo,14,11117.64,5631.64,4621.14
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,NY - Buffalo,19,15486.26,7424.32,6455.42
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,NY - Buffalo,105,15055.95,6676.04,5830.06
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Buffalo,39,11433.69,5455.72,4502.03
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Buffalo,13,10948.15,4371.0,3288.77
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NY - Buffalo,40,16335.43,8454.48,7106.15
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,194 - SIMPLE PNEUMONIA & PLEURISY W CC,NY - Buffalo,27,9851.74,5693.63,4603.67
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NY - Buffalo,16,31140.63,12908.63,12155.38
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NY - Buffalo,31,43344.61,13679.45,9435.94
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",NY - Buffalo,38,18618.61,9569.21,8646.5
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",NY - Buffalo,18,15200.06,6461.67,4462.67
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",NY - Buffalo,12,13903.33,4556.42,3710.0
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",NY - Buffalo,11,17928.0,7483.64,4914.64
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,291 - HEART FAILURE & SHOCK W MCC,NY - Buffalo,60,13909.57,8451.78,7752.45
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,292 - HEART FAILURE & SHOCK W CC,NY - Buffalo,50,11699.76,5783.96,4633.14
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,293 - HEART FAILURE & SHOCK W/O CC/MCC,NY - Buffalo,18,8069.11,4097.83,2966.17
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NY - Buffalo,32,19195.69,6993.06,6131.69
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NY - Buffalo,18,8123.72,4600.56,3748.56
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,312 - SYNCOPE & COLLAPSE,NY - Buffalo,17,10030.18,4485.94,3946.76
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NY - Buffalo,12,14018.0,10387.83,9837.75
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,NY - Buffalo,18,37330.67,24241.89,23053.94
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,NY - Buffalo,12,23739.25,13746.83,12561.33
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,378 - G.I. HEMORRHAGE W CC,NY - Buffalo,26,10121.0,5865.65,4848.15
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,389 - G.I. OBSTRUCTION W CC,NY - Buffalo,20,10487.1,5145.8,4173.65
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Buffalo,47,9980.6,4474.11,3517.66
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,NY - Buffalo,12,12997.67,5575.42,4609.92
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,NY - Buffalo,50,29971.0,13378.14,9510.24
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,603 - CELLULITIS W/O MCC,NY - Buffalo,35,9585.4,5314.34,3760.14
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,638 - DIABETES W CC,NY - Buffalo,11,12827.09,6570.18,3783.0
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Buffalo,20,13981.3,6510.05,5435.0
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Buffalo,22,7188.14,4202.14,3282.73
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,682 - RENAL FAILURE W MCC,NY - Buffalo,21,17880.0,8660.24,7304.14
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,683 - RENAL FAILURE W CC,NY - Buffalo,31,8874.19,5520.16,4606.94
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,NY - Buffalo,17,9476.94,4681.35,3479.59
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,812 - RED BLOOD CELL DISORDERS W/O MCC,NY - Buffalo,17,10179.06,4884.06,4014.65
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,NY - Buffalo,15,49600.53,28781.13,27630.13
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,NY - Buffalo,13,63960.23,31986.38,31310.69
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,NY - Buffalo,167,19272.26,10305.22,9378.59
330103,nonsb,515 MAIN STREET,OLEAN,NY,14760,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,NY - Buffalo,53,11794.17,6039.4,5086.94
330111,nonsb,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Buffalo,16,10270.13,6542.56,5238.88
330111,nonsb,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Buffalo,17,6682.47,4936.06,3974.41
330111,nonsb,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,194 - SIMPLE PNEUMONIA & PLEURISY W CC,NY - Buffalo,41,8463.17,6475.8,5737.9
330111,nonsb,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NY - Buffalo,12,6234.5,5270.75,4744.92
330111,nonsb,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Buffalo,13,7923.0,4840.38,3989.0
330111,nonsb,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,NY - Buffalo,28,6612.79,5231.21,4242.43
330111,nonsb,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,NY - Buffalo,27,9437.15,11389.15,10714.96
330111,nonsb,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,NY - Buffalo,17,9534.18,6828.41,5832.65
330132,nonsb,100 MEMORIAL DRIVE,GOWANDA,NY,14070,194 - SIMPLE PNEUMONIA & PLEURISY W CC,NY - Buffalo,18,9229.28,4673.39,3598.22
330132,nonsb,100 MEMORIAL DRIVE,GOWANDA,NY,14070,292 - HEART FAILURE & SHOCK W CC,NY - Buffalo,12,8892.17,4851.67,3918.92
330132,nonsb,100 MEMORIAL DRIVE,GOWANDA,NY,14070,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,NY - Buffalo,20,24327.7,11002.4,9752.6
330132,nonsb,100 MEMORIAL DRIVE,GOWANDA,NY,14070,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,NY - Buffalo,11,6234.55,4989.91,4304.55
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,069 - TRANSIENT ISCHEMIA,NY - Buffalo,19,9318.58,5303.68,4177.68
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,NY - Buffalo,13,26662.08,8751.92,8171.38
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,NY - Buffalo,79,17176.05,8065.94,7236.9
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Buffalo,47,13924.62,6715.45,5872.62
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Buffalo,32,10478.97,5419.53,4427.38
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NY - Buffalo,26,27052.42,10111.73,9453.96
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,194 - SIMPLE PNEUMONIA & PLEURISY W CC,NY - Buffalo,52,16219.42,6921.31,5977.96
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NY - Buffalo,17,13956.41,5335.41,4291.53
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NY - Buffalo,11,45213.36,18041.27,17084.27
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",NY - Buffalo,20,18470.15,10292.7,9482.95
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,291 - HEART FAILURE & SHOCK W MCC,NY - Buffalo,21,20109.95,10113.67,9115.86
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,292 - HEART FAILURE & SHOCK W CC,NY - Buffalo,38,13787.66,6969.37,6269.08
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,293 - HEART FAILURE & SHOCK W/O CC/MCC,NY - Buffalo,23,11540.17,5161.3,4301.09
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,303 - ATHEROSCLEROSIS W/O MCC,NY - Buffalo,11,7230.73,4756.09,4070.27
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,311 - ANGINA PECTORIS,NY - Buffalo,12,8759.5,4498.58,3452.67
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,312 - SYNCOPE & COLLAPSE,NY - Buffalo,14,10613.21,5563.21,4511.79
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,378 - G.I. HEMORRHAGE W CC,NY - Buffalo,19,17301.79,7122.11,6265.47
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Buffalo,52,10067.9,5539.87,4505.37
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,NY - Buffalo,13,56544.62,25512.62,24741.08
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,NY - Buffalo,16,22234.25,12832.69,11732.75
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,552 - MEDICAL BACK PROBLEMS W/O MCC,NY - Buffalo,19,12710.32,6329.47,5397.74
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,603 - CELLULITIS W/O MCC,NY - Buffalo,48,11924.48,6119.52,4916.19
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,638 - DIABETES W CC,NY - Buffalo,12,11711.75,6068.67,5017.92
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Buffalo,27,11020.74,5447.81,4130.0
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,683 - RENAL FAILURE W CC,NY - Buffalo,12,12958.08,6815.67,6082.58
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,NY - Buffalo,11,13717.91,7489.91,6800.36
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,NY - Buffalo,42,13485.81,5772.95,4992.14
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,NY - Buffalo,23,27112.65,12234.83,11633.83
330163,nonsb,521 EAST AVENUE,LOCKPORT,NY,14094,895 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY,NY - Buffalo,15,31447.8,8183.47,7419.67
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NY - Buffalo,16,8883.06,5596.44,4350.19
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,069 - TRANSIENT ISCHEMIA,NY - Buffalo,13,8876.23,5263.46,4113.92
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,NY - Buffalo,28,14919.71,8387.43,7586.86
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,NY - Buffalo,19,11671.74,8126.74,6828.53
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Buffalo,20,10344.3,6865.2,5336.0
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Buffalo,23,8947.52,5335.43,4088.3
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NY - Buffalo,17,13814.24,9376.47,8433.65
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,194 - SIMPLE PNEUMONIA & PLEURISY W CC,NY - Buffalo,26,8573.19,6914.62,5567.73
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",NY - Buffalo,22,13131.82,10605.82,9642.18
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",NY - Buffalo,14,9486.21,7203.93,5905.43
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,291 - HEART FAILURE & SHOCK W MCC,NY - Buffalo,37,15138.38,9764.22,8815.86
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,292 - HEART FAILURE & SHOCK W CC,NY - Buffalo,26,10328.96,6926.5,6083.5
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,293 - HEART FAILURE & SHOCK W/O CC/MCC,NY - Buffalo,19,6835.21,4969.26,4187.37
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NY - Buffalo,12,12286.42,6012.58,4567.25
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NY - Buffalo,13,5839.85,4512.54,3072.46
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,312 - SYNCOPE & COLLAPSE,NY - Buffalo,19,9987.26,5527.05,4482.21
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,378 - G.I. HEMORRHAGE W CC,NY - Buffalo,17,10170.82,7102.53,5782.71
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,390 - G.I. OBSTRUCTION W/O CC/MCC,NY - Buffalo,11,9621.0,4691.09,3561.64
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Buffalo,27,9357.04,5575.15,4326.89
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,NY - Buffalo,73,22250.55,14242.36,12188.1
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,NY - Buffalo,11,22347.45,13566.55,10670.36
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,603 - CELLULITIS W/O MCC,NY - Buffalo,37,8160.92,6001.78,5082.16
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,682 - RENAL FAILURE W MCC,NY - Buffalo,11,16349.27,10079.45,9625.27
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,NY - Buffalo,14,11358.86,7727.93,6837.36
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,NY - Buffalo,18,8780.17,5734.61,4766.83
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,NY - Buffalo,90,17785.03,11880.44,10629.06
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,NY - Buffalo,50,10806.06,7361.86,6460.82
330188,nonsb,5300 MILITARY ROAD,LEWISTON,NY,14092,895 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY,NY - Buffalo,18,26894.78,8369.28,7676.61
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",NY - Buffalo,23,205407.26,159012.57,126374.3
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",NY - Buffalo,19,130833.74,105597.68,79153.53
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",NY - Buffalo,12,22596.58,12771.5,9817.33
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,101 - SEIZURES W/O MCC,NY - Buffalo,16,14421.25,9769.0,7108.31
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,NY - Buffalo,26,16396.73,13640.19,10414.62
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,NY - Buffalo,32,20312.38,13569.25,10187.53
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Buffalo,23,12149.13,10846.61,8241.7
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Buffalo,22,9462.32,8815.23,6427.59
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NY - Buffalo,28,20089.93,15677.96,11969.29
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,194 - SIMPLE PNEUMONIA & PLEURISY W CC,NY - Buffalo,18,15993.78,11870.33,8668.28
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NY - Buffalo,11,56624.45,47890.45,41466.18
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NY - Buffalo,23,36078.61,23636.87,18082.48
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,252 - OTHER VASCULAR PROCEDURES W MCC,NY - Buffalo,22,41496.32,34078.27,29197.45
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",NY - Buffalo,11,33453.18,18358.09,14470.91
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,291 - HEART FAILURE & SHOCK W MCC,NY - Buffalo,39,24532.82,16808.21,12616.05
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,292 - HEART FAILURE & SHOCK W CC,NY - Buffalo,48,16020.5,11900.67,8724.75
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,293 - HEART FAILURE & SHOCK W/O CC/MCC,NY - Buffalo,13,12998.31,8931.38,6514.62
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,299 - PERIPHERAL VASCULAR DISORDERS W MCC,NY - Buffalo,11,18766.27,15290.91,11528.18
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NY - Buffalo,15,16726.47,13469.67,10905.27
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,312 - SYNCOPE & COLLAPSE,NY - Buffalo,17,18340.29,9738.82,7319.88
330219,nonsb,462 GRIDER STREET,BUFFALO,NY,14215,313 - CHEST PAIN,NY - Buffalo,14,13473.79,8296.29,6549.29
